title;isbn;eisbn;pid
Traité d'économétrie financière;9782760511231;9782760516748;9782760516748
Guide de présentation d'un travail de recherche;9782760503267;9782760520172;9782760520172
Entrevue structurée : pour améliorer la sélection du personnel;9782760513938;9782760518742;9782760518742
L'injection électronique;9782760505773;9782760520738;9782760520738
Conduite d'une étude de besoins en éducation et en formation;9782760507098;9782760520929;9782760520929
L'industrie touristique;9782760510388;9782760516328;9782760516328
Étalonnage et la décision psychométrique;9782760515598;9782760519862;9782760519862
La présidence des États-Unis;9782760513648;9782760521643;9782760521643
Théorie des probabilités;9782760511972;9782760517271;9782760517271
Économie et société;9782760532304;9782760532311;9782760532311
Graphisme et géométrie;9782760503212;9782760520332;9782760520332
Le groupe de codéveloppement professionnel;9782760509818;9782760521377;9782760521377
L'éducation morale à l'école;9782760510609;9782760516434;9782760516434
Introduction critique aux relations internationales du Québec - 2e édition revue et augmentée;9782760526761;9782760526778;9782760526778
Le temps de l'insécurité;9782760526198;9782760526204;9782760526204
Le mouvement coopératif au coeur du XXIe siècle;9782760511408;9782760516854;9782760516854
Le monopole public de l'éducation;9782760505544;9782760522237;9782760522237
Ouvrier d'harmonies;9782760524590;9782760524606;9782760524606
Un autre tourisme est-il possible ?;9782760514836;9782760521834;9782760521834
L'université possible;9782760510647;9782760522497;9782760522497
Professional Competencies for Accompanying Change;9782760516090;9782760523876;9782760523876
Théories et modèles comptables;9782760507289;9782760520943;9782760520943
École et entreprise;9782760507753;9782760521018;9782760521018
Le combat du patrimoine;9782760513563;9782760518469;9782760518469
L'accompagnement par l’art d’enfants gravement malades;9782760515314;9782760519640;9782760519640
L'arsenal des subventions à l'exportation et l'OMC;9782760508873;9782760521223;9782760521223
L'appropriation d'un objet culturel;9782760524897;9782760524903;9782760524903
Abrégé sur les méthodes de recherche et la recherche expérimentale;9782760513624;9782760518520;9782760518520
Argumenter son mémoire ou sa thèse;9782760526297;9782760526303;9782760526303
Apprendre autrement;9782760512818;9782760517837;9782760517837
Amour et sexualité chez l’adolescent;9782760515154;9782760521926;9782760521926
Éthiques;9782760513198;9782760518148;9782760518148
Concertation et partenariat;9782760515826;9782760522053;9782760522053
L'organisation communautaire en CSSS;9782760525573;9782760525580;9782760525580
5 ans de réponse aux catastrophes;9782760508798;9782760521216;9782760521216
L'appréciation des performances au travail;9782760512467;9782760517585;9782760517585
Gérer une revue de presse;9782760513433;9782760518346;9782760518346
Amour et sexualité chez l’adolescent;9782760515130;9782760521902;9782760521902
Apprendre de son expérience;9782760510241;9782760516243;9782760516243
Amour et sexualité chez l’adolescent;9782760515147;9782760521919;9782760521919
Apprentissage collaboratif à distance;9782760510944;9782760516632;9782760516632
L'agent de voyages à l'ère du commerce électronique;9782760511361;9782760516823;9782760516823
L'acquisition d'entreprises;9782760505643;9782760520714;9782760520714
1001 symboles du Québec;9782760507760;9782760521025;9782760521025
L'archivistique;9782760506923;9782760523142;9782760523142
L'analyse multivariée avec SPSS;9782760513921;9782760518735;9782760518735
Eau douce;9782760513235;9782760518162;9782760518162
L'ingénieur et le développement durable;9782760516014;9782760520097;9782760520097
Apprendre;9782760509887;9782760521391;9782760521391
G.I. contre jihad;9782760526082;9782760526099;9782760526099
Des campagnes de communication réussies, Tome 2;9782760526006;9782760526013;9782760526013
L'analyse de l'enseignement;9780777000670;9782760522541;9782760522541
Apprentissage des sports collectifs;9782760503717;9782760520585;9782760520585
Analyse des tableaux de contingence en épidémiologie;9782760513068;9782760518025;9782760518025
L'approche systémique de la gestion des ressources humaines;9782760514942;9782760519404;9782760519404
Hydraulique et hydrologie, 2e édition;9782760515215;9782760519558;9782760519558
L'algonquin au XVIIe siècle;9782760507708;9782760523401;9782760523401
Gaston de Latour;9780944318508;9780944318508;9780944318508
Delaware's Forgotten Folk;9780812219838;9780812208085;9780812208085
Mortal Remains;9780812218237;9780812208061;9780812208061
Cutting Performances;9780472035205;9780472029006;9780472029006
Universal Human Rights and Extraterritorial Obligations;9780812242157;9780812204841;9780812204841
Books and Readers in Early Modern England;9780812217940;9780812204711;9780812204711
Michigan Visions of Our Past;9780870132674;9781609170479;9781609170479
Hosts and Guests;9780812212808;9780812208016;9780812208016
City at the Water's Edge;9780813539157;9780813540108;9780813540108
Inventing Great Neck;9780813538846;9780813541235;9780813541235
Community Health Centers;9780813539119;9780813541310;9780813541310
Covenant of Care;9780813539102;9780813542393;9780813542393
Case Closed;9780813539539;9780813541303;9780813541303
Suffering in the Land of Sunshine;9780813539003;9780813542386;9780813542386
Black Athena;;9780813555331;9780813555331
Religion and Social Justice For Immigrants;;9780813558257;9780813558257
Just Don't Get Sick;9780813540900;9780813541457;9780813541457
Trees, Truffles, and Beasts;9780813542256;9780813544656;9780813544656
Not in This Family;9780812222241;9780812207408;9780812207408
A Flora of Southern Illinois;9780809306626;9780809389896;9780809389896
Acanthaceae to Myricaceae;9780809327904;9780809386949;9780809386949
Cyperaceae;9780809326280;9780809332274;9780809332274
Flowering Plants;9780809310258;9780809389902;9780809389902
Flowering Plants;9780809309207;9780809380121;9780809380121
Flowering Plants;9780809323807;9780809389957;9780809389957
Flowering Plants;9780809309221;9780809380138;9780809380138
Grasses;9780809323593;9780809389988;9780809389988
Grasses;9780809323609;9780809389995;9780809389995
Nelumbonaceae to Vitaceae;9780809328949;9780809332298;9780809332298
The Flowering Plants;9780809326877;9780809389919;9780809389919
Hunter's Horn;9780870134371;9781609173722;9781609173722
Minong;9780870138492;9781609173500;9781609173500
Science and Technology Policy in the United States;9780813538266;9780813539478;9780813539478
New Roots in America's Sacred Ground;9780813538006;9780813539881;9780813539881
Perfect Motherhood;9780813537931;9780813539980;9780813539980
Spanish as a Heritage Language in the United States;9781589019386;9781589019393;9781589019393
Governor Tom Kean;9780813537993;9780813539867;9780813539867
New Thoughts on the Black Arts Movement;9780813536941;9780813541075;9780813541075
Shipwrecked Identities;9780813538136;9780813539430;9780813539430
The Environmental Endgame;9780813538129;9780813539393;9780813539393
Imagined Orphans;9780813537221;9780813541020;9780813541020
The Politics of the Female Body;9780813537146;9780813539300;9780813539300
Beyond Sun and Sand;9780813536538;9780813537528;9780813537528
New Jersey's Environments;9780813537184;9780813539225;9780813539225
Lethal Punishment;9780813537283;9780813541068;9780813541068
Make the Connection;9780813536521;9780813539171;9780813539171
Victims as Offenders;9780813536705;9780813537764;9780813537764
Earning More and Getting Less;9780813536781;9780813537887;9780813537887
White Scholars/African American Texts;9780813535982;9780813537733;9780813537733
Stories From Under The Sky;9781587295621;9781609380304;9781609380304
Fireside Politics;9780801883125;9780801875120;9780801875120
Divine Feminine;9780801864995;9780801875304;9780801875304
From Warfare to Welfare;9780801882739;9780801881466;9780801881466
Genealogies of Religion;9780801846328;9780801895937;9780801895937
Health, Hygiene and Eugenics in Southeastern Europe to 1945;9789639776821;9789639776883;9789639776883
Building the New Man;9789639776838;9789639776890;9789639776890
Medicine, Law, and the State in Imperial Russi;9789639776814;9789639776876;9789639776876
Narratives of Adversity;9786155053474;9786155053481;9786155053481
Masterpieces of History;9789639776777;9786155211881;9786155211881
Debating the Past;9786155053009;9786155053535;9786155053535
Concepts and the Social Order;9786155053412;9786155053429;9786155053429
Emotion and Devotion;9789639776364;9786155211744;9786155211744
Measuring Time, Making History;9789639776142;9786155211485;9786155211485
Friendship and Love, Ethics and Politics;9789639776609;9786155211799;9786155211799
Emotions in History – Lost and Found;9786155053344;9786155225031;9786155225031
Divine Presence in Spain and Western Europe 1500–1960;9786155053375;9786155053382;9786155053382
Stalinism Revisited;9789639776555;9786155211812;9786155211812
Promises of 1968;9786155053047;9786155053061;9786155053061
Civic and Uncivic Values;9789639776982;9789639776999;9789639776999
Cores, Peripheries, and Globalization;9786155053023;9786155053030;9786155053030
Modernism;9789637326646;9786155211942;9786155211942
Modernism;9789637326615;9786155211935;9786155211935
Late Enlightenment;9789637326523;9786155053849;9786155053849
National Romanticism;9789637326608;9786155211249;9786155211249
Christianity and Modernity in Eastern Europe;9789639776654;9786155211829;9786155211829
Struggle over Identity;9789639776685;9786155211843;9786155211843
Yugoslavia's Sunny Side;9789639776692;9786155211874;9786155211874
Comparative Media Systems;9789639776548;9786155211898;9786155211898
Media Freedom and Pluralism;9789639776739;9786155211850;9786155211850
Media, Nationalism and European Identities;9789639776746;9786155053542;9786155053542
Truth, Reference and Realism;9789639776869;9789639776920;9789639776920
Transforming Peasants, Property and Power;9789639776258;9786155211720;9786155211720
Ten Years After;9786155053139;9786155053337;9786155053337
Democratization and the Politics of Constitution-Making in Turkey;9789639776302;9786155211690;9786155211690
Catalyst for Controversy;9780809329045;9780809386420;9780809386420
Cinema Muto;9780809328956;9780809386451;9780809386451
The Black Struggle for Public Schooling in Nineteenth-Century Illinois;9780809329052;9780809380534;9780809380534
The Churching of America, 1776-2005;9780813535531;9780813541136;9780813541136
Johnny Depp Starts Here;9780813535654;9780813537795;9780813537795
Beasts of the Earth;9780813535715;9780813537894;9780813537894
Birthing Fathers;9780813535166;9780813537818;9780813537818
The Different Paths of Buddhism;9780813535616;9780813537788;9780813537788
International Exposure;9780813535180;9780813541044;9780813541044
Yellowface;9780813535067;9780813541228;9780813541228
Political Ecology Across Spaces, Scales, and Social Groups;9780813534770;9780813542546;9780813542546
Global Currents;9780813534794;9780813542492;9780813542492
Sweatshop;9780813534664;9780813542560;9780813542560
Rewriting White;;9780813558356;9780813558356
New Perspectives on Environmental Justice;9780813534268;9780813542539;9780813542539
The Demon of the Continent;9780812217483;9780812201222;9780812201222
Germany's Nature;9780813536675;9780813537702;9780813537702
Coining for Capital;9780813535920;9780813537689;9780813537689
Trauma Culture;9780813535906;9780813541167;9780813541167
Theaters of Time and Space;9780813535760;9780813537665;9780813537665
Displacements and Diasporas;9780813536101;9780813537511;9780813537511
Who Owns Culture?;9780813536057;9780813537856;9780813537856
Protecting Home;9780813535548;9780813537610;9780813537610
Études sur la traduction de l'anglais;;9782760318755;9782760318755
Local Acts;9780813535494;9780813537580;9780813537580
The Bridges of New Jersey;9780813535104;9780813537825;9780813537825
Policy Challenges in Modern Health Care;9780813535777;9780813541099;9780813541099
From Privileges to Rights;9780812239157;9780812207224;9780812207224
The Disaster Experts;9780812243505;9780812207996;9780812207996
L'espace touristique;9782760510272;9782760516250;9782760516250
Écotourisme et gouvernance participative;9782760510845;9782760516564;9782760516564
L'espace économique mondial;9782760510371;9782760516311;9782760516311
La violence conjugale;9782760511132;9782760516687;9782760516687
À chacun sa quête;9782760510364;9782760516304;9782760516304
Imagining Adoption;9780472030026;9780472024940;9780472024940
Happy Days and Wonder Years;9780813533902;9780813542508;9780813542508
The Horror Film;9780813533629;9780813542577;9780813542577
Sweated Work, Weak Bodies;9780813533377;9780813542553;9780813542553
Hearts of Darkness;9780813529622;9780813542515;9780813542515
American Reform Judaism;9780813532189;9780813542485;9780813542485
Black Political Organizations in the Post-Civil Rights Era;9780813531397;9780813547015;9780813547015
Biology at Work;9780813530536;9780813542478;9780813542478
On dirige comme on est;9782760529571;9782760529588;9782760529588
Protocoles et réseaux locaux;9782760534797;9782760534803;9782760534803
La pyramide des souffrances dans La Joie de vivre d'Émile Zola;9782760533387;9782760533394;9782760533394
Luc Beauregard;9782760533455;9782760533462;9782760533462
Montréal et son aménagement;9782760534643;9782760534650;9782760534650
La ballade des pendues;9782760530515;9782760530522;9782760530522
Face au nucléaire;9782920073005;9782760522428;9782760522428
Sémiologie du langage visuel;9782760504332;9782760522848;9782760522848
Parents d'ailleurs, enfants d'ici;9782760512634;9782760517684;9782760517684
La persistance au doctorat;9782760508927;9782760523319;9782760523319
Le technoleader de résonance;9782760526594;9782760526600;9782760526600
Territoires et développement;9782760530911;9782760530928;9782760530928
Le travail en équipe;9782760509900;9782760521407;9782760521407
Tableaux de bord de gestion et indicateurs de performance;9782760509917;9782760521414;9782760521414
Les racines communicationnelles du Web;9782760523524;9782760523531;9782760523531
Le troisième registre de Tadoussac;9780777001264;9782760523371;9782760523371
Le monde des AA;9782760524644;9782760524651;9782760524651
Des stratégies réflexives-interactives pour le développement de compétences;9782760533899;9782760533905;9782760533905
Les élections présidentielles américaines;9782760512863;9782760517882;9782760517882
Écotoxicologie moléculaire;9782760512580;9782760517639;9782760517639
L'homme qui est parti acheter du jambon, et celui qui est revenu;9782760526914;9782760526921;9782760526921
Conception de bases de données avec UML;9782760515000;9782760519442;9782760519442
La participation dans les entreprises;9782760502833;9782760522183;9782760522183
L'institutionnalisation de l’éthique gouvernementale;9782760526310;9782760526327;9782760526327
Recueil d'activités de loisir culturel;9782920073623;9782760522459;9782760522459
Dominique-Marie Varlet;9782760503786;9782760522732;9782760522732
La culture contre l'art;9782760505650;9782760523005;9782760523005
Le tourisme international vu du Sud;9782760512382;9782760517530;9782760517530
Multilinguisme et traitement des langues naturelles;9782760525696;9782760525702;9782760525702
Regards sur l’évolution des pratiques entrepreneuriales;9782760515338;9782760519664;9782760519664
La capacité internationale des états;9782760503366;9782760520400;9782760520400
Culture organisationnelle;9782760506695;9782760521490;9782760521490
Groupes semi-autonomes de travail et dynamique du pouvoir ouvrier;9782760505605;9782760522244;9782760522244
Quête identitaire et réussite scolaire;9782760526358;9782760526365;9782760526365
Mesures statistiques en épidémiologie;9782760504462;9782760520554;9782760520554
Comme on fait son lead, on écrit;9782760511552;9782760516977;9782760516977
Pouvoir, leadership et autorité dans les organisations;9782760506107;9782760520776;9782760520776
Le cinéma québécois - Tome 2;9782760512511;9782760517608;9782760517608
Le cinéma québécois - Tome 1;9782760512573;9782760517622;9782760517622
Compendium de l'examen physique;9782760515222;9782760519565;9782760519565
L'astronomie et son histoire;9782760503038;9782760520301;9782760520301
Le registre de Sillery (1638-1690);9782760507616;9782760523395;9782760523395
Québec. Le défi économique;9782760506336;9782760522275;9782760522275
Éthique et culture religieuse à l’école;9782760514553;9782760519169;9782760519169
Le tourisme métropolitain;9782760513372;9782760518292;9782760518292
La dette extérieure des pays en développement;9782760511422;9782760516878;9782760516878
Les stratégies d'apprentissage à l'université;9782760508828;9782760523302;9782760523302
L'entreprise de presse et le journaliste;9782760506152;9782760520790;9782760520790
Éléments d'analyse complexe;9782760504882;9782760520592;9782760520592
L'inconduite en recherche;9782760514669;9782760519244;9782760519244
Les relations publiques dans une société en mouvance - 4e édition;9782760525719;9782760525726;9782760525726
Formation et apprentissage organisationnel;9782760514706;9782760533202;9782760533202
Des régimes d'authenticité;9782760523548;9782760524071;9782760524071
Fondements de la discipline archivistique;9782760507814;9782760521032;9782760521032
Les conditions d'intégration des enfants en difficultés d'adaptation et d'apprentissage;9782760503960;9782760520516;9782760520516
Les défis d'une mondialisation solidaire;9782760525597;9782760525603;9782760525603
L'urbain;9782760513143;9782760518100;9782760518100
Les troubles d'apprentissage;9782760502697;9782760520226;9782760520226
La morale, l'éthique, l'éthicologie;9782760508224;9782760521131;9782760521131
La femme, sa sexualité et son pouvoir sexuel;9782760530218;9782760530225;9782760530225
Les secrets de la Maison-Blanche;9782760534551;9782760534568;9782760534568
Louis Bertrand à L'Isle-Verte (1811-1871);9782760533516;9782760533523;9782760533523
L'ingénierie pédagogique;9782760511620;9782760517028;9782760517028
Entrepreneuriat régional et économie de la connaissance;9782760513297;9782760518223;9782760518223
En éducation, la nécessité d'une autre gestion;9782760509160;9782760521452;9782760521452
Le mal-né;9782760513006;9782760518001;9782760518001
La gestion du risque;9782760513044;9782760518018;9782760518018
Les valeurs des jeunes;9782760513150;9782760518117;9782760518117
Quebec under Free Trade : Making Public Policy in North America;9782760508743;9782760523296;9782760523296
Les parents et le statut confessionnel de l'école au Québec;9782760503502;9782760522718;9782760522718
La communication politique;9782760512184;9782760517394;9782760517394
Racisme et antiracisme au Québec;9782760526044;9782760526051;9782760526051
Les relations publiques autrement;9782760525894;9782760525900;9782760525900
Le pouvoir, c'est pas sorcier;9782760532489;9782760532496;9782760532496
Nouveau management du capital humain;9782760533547;9782760533554;9782760533554
L'adaptation organisationnelle dans les théories managériales et sociales;9782760529106;9782760529113;9782760529113
L'information: la nécessaire perspective citoyenne;9782760534193;9782760534209;9782760534209
Désarmement classique et sécurité en Europe;9782760529649;9782760529656;9782760529656
Project Design: Strategic Information;9782760526938;9782760526945;9782760526945
Gérez un projet de changement technologique;9782760514829;9782760521827;9782760521827
L'humanité: de l'obscurité à la lumière;9782760526495;9782760526501;9782760526501
Réaliser son mémoire ou sa thèse;9782760515444;9782760519749;9782760519749
Le travail indépendant;9782760514119;9782760518865;9782760518865
Le savoir pratiqué;9782760508187;9782760521117;9782760521117
Tests d'évaluation de la capacité fonctionnelle chez l'adulte de 55 ans et mieux;9782760524460;9782760524477;9782760524477
Histoire des orthophonistes et des audiologistes au Québec : 1940-2005;9782760513785;9782760518612;9782760518612
L'intervention collective en environnement;9782760525733;9782760525740;9782760525740
La pratique de l'action communautaire autonome;9782760526396;9782760526402;9782760526402
1000 symboles du Québec;9782760506886;9782760523135;9782760523135
L'apprentissage par projet;9782760512948;9782760517950;9782760517950
Habiter l'Arménie au Québec;9782760526532;9782760526549;9782760526549
Créativité et gestion;9782760526235;9782760526242;9782760526242
Why Do Bees Buzz?;9780813547213;9780813549200;9780813549200
Knickerbocker;9780813545165;9780813548623;9780813548623
Margery Kempe and Translations of the Flesh;9780812215571;9780812207538;9780812207538
The Revolution Is Now Begun;9780812222135;9780812206838;9780812206838
Enduring Roots;;9780813556086;9780813556086
Emma Lee;9780874211214;9780874213928;9780874213928
A Place at the Multicultural Table;9780813540559;9780813541617;9780813541617
Film Talk;9780813540771;9780813541471;9780813541471
The Road;9780813538068;9780813540122;9780813540122
Rethinking Childhood;;9780813558325;9780813558325
Into Performance;9780813535203;9780813541051;9780813541051
Teaching about Religions;9780472117642;9780472026746;9780472026746
The Living Moment;9780810128217;9780810166066;9780810166066
The Incurables;9780268022310;9780268075644;9780268075644
Antiphon and Andocides;9780292728080;9780292799110;9780292799110
Accident of Fate;9781554582679;9781554583171;9781554583171
L'institutionnalisation du management public au Québec;9782760532908;9782760532915;9782760532915
Traité de gouvernance d'entreprise - guide;9782760532335;9782760532342;9782760532342
La société savante;9782760529984;9782760529991;9782760529991
Rédaction de courriels efficaces, suivi de Rédiger avec concision;9782760531420;9782760531437;9782760531437
Enseigner avec les technologies;9782760514898;9782760519367;9782760519367
Guide pratique de podologie, 2e édition actualisée et enrichie;9782760526556;9782760526563;9782760526563
Enjeux de la place des savoirs dans les pratiques éducatives en contexte scolaire;9782760530577;9782760530584;9782760530584
Management des télécoms d'États en mutation;9782760531277;9782760531284;9782760531284
L'étude de cas comme méthode de recherche, 2e édition;9782760533332;9782760533349;9782760533349
L'évaluation muséale;9782760532939;9782760532946;9782760532946
Misez sur l'intelligence de vos employés et osez communiquer;9782760513495;9782760518391;9782760518391
Solidarités renouvelées;9782760514096;9782760521667;9782760521667
Silence et rencontre;9782760531383;9782760531390;9782760531390
L'expertise psycholégale;9782760510166;9782760516182;9782760516182
Changement planifié et développement des organisations - Index thématique et onomastique des tomes 1 à 8;9782760506213;9782760520844;9782760520844
Marché culturel à l'ère de la mondialisation;9782760511286;9782760516793;9782760516793
États-Unis/Cuba;9782760514591;9782760519190;9782760519190
Prenez part au changement technologique;9782760513549;9782760518445;9782760518445
Simon Brault;9782760529540;9782760529557;9782760529557
A.C.R. Grønland;9782760523944;9782760523951;9782760523951
L'oeuvre de soi;9782760515079;9782760519497;9782760519497
A Guide to Native Plants of the New York City Region;;9780813554808;9780813554808
Great River;9780819562517;9780819573605;9780819573605
Demography and Nation;9789639776661;9786155211928;9786155211928
Divide, Provide and Rule;9786155053191;9786155053207;9786155053207
A Pragmatic Alliance;9786155053177;9786155053184;9786155053184
Duty to Respond;9786155053078;9786155053085;9786155053085
Cold War Broadcasting;9789639776807;9786155211904;9786155211904
Politics and Policies in Post-Communist Transition;9789639776852;9789639776913;9789639776913
Bones of Contention;9789639776241;9786155211638;9786155211638
Vietnam's Children in a Changing World;9780813537955;9780813539898;9780813539898
Engaged Spirituality;9780813538358;9780813539485;9780813539485
The Dilemma of Federal Mental Health Policy;9780813539584;9780813541334;9780813541334
Negras in Brazil;9780813539560;9780813541327;9780813541327
Gods and Goddesses in the Garden;9780813542669;9780813544724;9780813544724
Filicineae, Gymnospermae and Other Monocots Excluding Cyperaceae;9780809326709;9780809332281;9780809332281
Sparing Nature;;9780813558776;9780813558776
American Labor and the Cold War;;9780813555058;9780813555058
Nature's Experts;;9780813557663;9780813557663
The Future of American Democratic Politics;;9780813559223;9780813559223
Money Jungle;9780813541792;9780813543819;9780813543819
When the War Was Over;9780807112045;9780807151150;9780807151150
Plantation Airs;9780807132708;9780807135242;9780807135242
War No More;9780807145630;9780807137505;9780807137505
Medical America in the Nineteenth Century;9780801892684;9780801895210;9780801895210
Imagining Resistance;9781554582570;9781554583119;9781554583119
Mind-Body Unity;9780801873928;9780801881589;9780801881589
Horse Trading in the Age of Cars;9780801889974;9781421401676;9781421401676
Manhood Lost;9780801892561;9781421401690;9781421401690
Reconnaissance et citoyenneté;9782760512191;9782760517400;9782760517400
Santé, sécurité et transformation du travail;9782760511613;9782760517011;9782760517011
Les champions des femmes;9780777002124;9782760522558;9782760522558
Not-So-Nuclear Families;;9780813557793;9780813557793
The Dancing Universe;9781584654667;9781611683950;9781611683950
An Island Called Home;9780813541891;9780813543864;9780813543864
Biographical Register of the Confederate Congress;9780807100929;9780807149416;9780807149416
Composing Selves;9780807137918;9780807137925;9780807137925
Homegrown Yankees;9780807133989;9780807136157;9780807136157
Lottie Moon;9780807137253;9780807139318;9780807139318
Modernist Women Writers and War;9780807136812;9780807138168;9780807138168
No More Heroes;9780807137215;9780807139783;9780807139783
Raised to Rule;9780807138335;9780807138342;9780807138342
Rationing Justice;9780807134160;9780807149010;9780807149010
Reading Melville's Pierre  or, The Ambiguities;9780807132265;9780807135686;9780807135686
The Real South;9780807133293;9780807134290;9780807134290
The Reconstruction of Mark Twain;9780807136911;9780807138045;9780807138045
The Reconstruction of White Southern Womanhood, 1865–1895;9780807129210;9780807148150;9780807148150
Reforging the White Republic;9780807132487;9780807135839;9780807135839
Representing African Americans in Transatlantic Abolitionism and Blackface Minstrelsy;9780807136409;9780807137451;9780807137451
The Richmond Theater Fire;9780807143742;9780807143759;9780807143759
The Rise of Middle-Class Culture in Nineteenth-Century Spain;9780807139196;9780807139202;9780807139202
Resisting History;9780807143698;9780807143827;9780807143827
Tumult and Silence at Second Creek;9780807120392;9780807141984;9780807141984
The Pride of the Confederate Artillery;9780807121870;9780807141359;9780807141359
Pretense of Glory;9780807130742;9780807140499;9780807140499
An Absolute Massacre;9780807130292;9780807151303;9780807151303
Voices of D-Day;9780807120811;9780807151204;9780807151204
French Colonial Louisiana and the Atlantic World;9780807130353;9780807151396;9780807151396
Lee's Tigers;9780807127865;9780807151617;9780807151617
The Louisiana Native Guards;9780807123362;9780807141342;9780807141342
Death in a Promised Land;9780807117675;9780807151501;9780807151501
General Sterling Price and the Civil War in the West;9780807118542;9780807151532;9780807151532
Brokenburn;9780807120170;9780807151563;9780807151563
The White House Looks South;9780807132869;9780807135273;9780807135273
Twelve Years A Slave;9780807101506;9780807151440;9780807151440
Abraham Lincoln and Treason in the Civil War;9780807143469;9780807142158;9780807142158
Albert Taylor Bledsoe;9780807137246;9780807139394;9780807139394
The Allstons of Chicora Wood;9780807138434;9780807138458;9780807138458
Hearing Sappho in New Orleans;9780807144411;9780807144428;9780807144428
The Angelic Mother and the Predatory Seductress;9780807144459;9780807144466;9780807144466
Fashion beyond Versailles;9780807145210;9780807145227;9780807145227
The Battlefield and Beyond;9780807143551;9780807143568;9780807143568
Marching with Sherman;9780807143780;9780807143797;9780807143797
Generals in Gray;9780807131503;9780807151662;9780807151662
A Cold War Turning Point;9780807142899;9780807142905;9780807142905
Rebels on the Border;9780807142981;9780807142998;9780807142998
The Capture of New Orleans, 1862;9780807130704;9780807140918;9780807140918
Wild Blessings;9780807144602;9780807144619;9780807144619
John Randolph of Roanoke;9780807143971;9780807143988;9780807143988
Becoming Cajun, Becoming American;9780807134351;9780807136133;9780807136133
Beleaguered Winchester;9780807132173;9780807135792;9780807135792
American Narratives;9780807132258;9780807135785;9780807135785
Blacks, Carpetbaggers, and Scalawags;9780807133248;9780807134702;9780807134702
Breaking the Silence;9780807132135;9780807135693;9780807135693
Chickasaw, a Mississippi Scout for the Union;9780807131015;9780807148846;9780807148846
The Children of Africa in the Colonies;9780807133262;9780807134269;9780807134269
The Confederate Heartland;9780807139950;9780807139967;9780807139967
Confederate Outlaw;9780807137697;9780807137703;9780807137703
Calls and Responses;9780807133224;9780807134306;9780807134306
Creole;9780807126011;9780807142059;9780807142059
Bridging Southern Cultures;9780807138670;9780807138687;9780807138687
Brothers One and All;9780807131961;9780807133859;9780807133859
Bleeding Borders;9780807133903;9780807135006;9780807135006
Black Rage in New Orleans;9780807135907;9780807137406;9780807137406
Blacklegs, Card Sharps, and Confidence Men;9780807136362;9780807137369;9780807137369
American Slavery, Irish Freedom;9780807136393;9780807137444;9780807137444
The Arkansas Rockefeller;9780807143285;9780807143292;9780807143292
Art Matters;9780807140031;9780807136690;9780807136690
Awakenings;9780807143667;9780807136683;9780807136683
An American Planter;9780807131411;9780807142721;9780807142721
The Burden of Southern History;9780807133804;9780807149478;9780807149478
Brothels, Depravity, and Abandoned Women;9780807137154;9780807135037;9780807135037
Caribbean Slave Revolts and the British Abolitionist Movement;9780807131312;9780807148907;9780807148907
Champion of Civil Rights;9780807133842;9780807134825;9780807134825
Counterfeit Justice;9780807134054;9780807134962;9780807134962
Civil War Senator;9780807137079;9780807138267;9780807138267
Cold Harbor;9780807132449;9780807135754;9780807135754
Ed Kennedy's War;9780807145258;9780807145265;9780807145265
Facing the Other;9780807136461;9780807137512;9780807137512
Haunted by Atrocity;9780807136416;9780807137383;9780807137383
Henry Adams in the Secession Crisis;9780807143513;9780807143520;9780807143520
The Intellectual in Twentieth-Century Southern Literature;9780807138984;9780807138991;9780807138991
Inventing Stonewall Jackson;9780807137819;9780807137826;9780807137826
The Louisiana Populist Movement, 1881-1900;9780807137277;9780807139349;9780807139349
Los Brazos de Dios;9780807136874;9780807138076;9780807138076
A Jackson Man;9780807136478;9780807137475;9780807137475
John Bankhead Magruder;9780807133910;9780807149621;9780807149621
Ledgers of History;9780807137017;9780807137789;9780807137789
How the South Joined the Gambling Nation;9780807132548;9780807135372;9780807135372
If We Must Die;9780807134429;9780807147849;9780807147849
In the Cause of Liberty;9780807143636;9780807135068;9780807135068
Desegregating Private Higher Education in the South;9780807133583;9780807134627;9780807134627
Desire, Violence, and Divinity in Modern Southern Fiction;9780807138632;9780807138649;9780807138649
Executing Daniel Bright;9780807143629;9780807136737;9780807136737
Dark Eyes on America;9780807135303;9780807136577;9780807136577
Days of Glory;9780807131916;9780807148181;9780807148181
Defying Disfranchisement;9780807136386;9780807137413;9780807137413
Delta Empire;9780807138557;9780807138564;9780807138564
Daisy Petals and Mushroom Clouds;9780807142936;9780807142950;9780807142950
Evangelicalism and the Politics of Reform in Northern Black Thought, 1776-1863;9780807137086;9780807138243;9780807138243
The Education of a Black Radical;9780807134764;9780807136522;9780807136522
In the Shadow of the Black Beast;9780807135877;9780807137536;9780807137536
The Indians' New South;9780807121726;9780807142226;9780807142226
Impurity of Blood;9780807135167;9780807136645;9780807136645
Frontiersman;9780807134580;9780807134580;9780807134580
Granbury's Texas Brigade;9780807143476;9780807143483;9780807143483
Halls of Honor;9780807138717;9780807138724;9780807138724
Faulkner's Imperialism;9780807133446;9780807134689;9780807134689
Flannery O'Connor's Dark Comedies;9780807142455;9780807142462;9780807142462
Flora and Fauna of the Civil War;9780807136881;9780807137994;9780807137994
Fort Pillow, a Civil War Massacre, and Public Memory;9780807139189;9780807139486;9780807139486
