pid;issn;eissn;doi;title;pidurl;pidurltoc;subjectcategory;primarysubectarea;originalcompany;media
2014;0721-3115;1521-4087;10.1002/(ISSN)1521-4087;PROPELLANTS, EXPLOSIVES, PYROTECHNICS;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-4087;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-4087/issues;Chemistry   ;General & Introductory Chemistry;Wiley;Print & Online
PROS;0270-4137;1097-0045;10.1002/(ISSN)1097-0045;THE PROSTATE;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0045;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0045/issues;Medical, Veterinary and Health Sciences;Urology;Wiley;Print & Online
PRO;0961-8368;1469-896X;10.1002/(ISSN)1469-896X;PROTEIN SCIENCE (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1469-896X;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1469-896X/issues;Chemistry   ;Protein Science;Wiley;Online
PROT;0887-3585;1097-0134;10.1002/(ISSN)1097-0134;PROTEINS: STRUCTURE, FUNCTION AND BIOINFORMATICS;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0134;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0134/issues;Chemistry   ;Protein Science;Wiley;Print & Online
2120;1615-9853;1615-9861;10.1002/(ISSN)1615-9861;PROTEOMICS;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1615-9861;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1615-9861/issues;Life Sciences;Cell & Molecular Biology;Wiley;Print & Online
2456;1862-8346;1862-8354;10.1002/(ISSN)1862-8354;PROTEOMICS - CLINICAL APPLICATIONS;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1862-8354;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1862-8354/issues;Life Sciences;Cell & Molecular Biology;Wiley;Print & Online
PCHJ;2046-0252;2046-0260;10.1002/(ISSN)2046-0260;PSYCH JOURNAL;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2046-0260;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2046-0260/issues;Medical, Veterinary and Health Sciences;Psychology General;Blackwell;Print & Online
PCN;1323-1316;1440-1819;10.1111/(ISSN)1440-1819;PSYCHIATRY AND CLINICAL NEUROSCIENCES;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1440-1819;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1440-1819/issues;Medical, Veterinary and Health Sciences;Psychiatry;Blackwell;Print & Online
PON;1057-9249;1099-1611;10.1002/(ISSN)1099-1611;PSYCHO-ONCOLOGY (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1611;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1611/issues;Medical, Veterinary and Health Sciences;Psycho-Oncology;Wiley;Online
PSAQ;0033-2828;2167-4086;10.1002/(ISSN)2167-4086;THE PSYCHOANALYTIC QUARTERLY;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2167-4086;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2167-4086/issues;Psychology;Psychoanalysis;Wiley;Print & Online
PSYG;1346-3500;1479-8301;10.1111/(ISSN)1479-8301;PSYCHOGERIATRICS;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1479-8301;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1479-8301/issues;Medical, Veterinary and Health Sciences;Geriatric Medicine;Blackwell;Print & Online
MAR;0742-6046;1520-6793;10.1002/(ISSN)1520-6793;PSYCHOLOGY & MARKETING;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6793;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6793/issues;Business, Economics, Finance and Accounting    ;Introductory Marketing;Wiley;Print & Online
PAPT;1476-0835;2044-8341;10.1111/(ISSN)2044-8341;PSYCHOLOGY AND PSYCHOTHERAPY: THEORY, RESEARCH AND  PRACTICE;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2044-8341;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2044-8341/issues;Psychology;Psychotherapy & Counseling;Wiley;Print & Online
PITS;0033-3085;1520-6807;10.1002/(ISSN)1520-6807;PSYCHOLOGY IN THE SCHOOLS;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6807;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6807/issues;Humanities and Social Sciences;Educational & School Psychology;Wiley;Print & Online
PSYP;0048-5772;1469-8986;10.1111/(ISSN)1469-8986;PSYCHOPHYSIOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1469-8986;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1469-8986/issues;Psychology;Brain & Behavior: Physiological Psychology;Blackwell;Print & Online
PPI;1476-9263;1556-9195;10.1002/(ISSN)1556-9195;PSYCHOTHERAPY AND POLITICS INTERNATIONAL;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1556-9195;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1556-9195/issues;Psychology;Psychotherapy & Counseling;Wiley;Print & Online
PADM;0033-3298;1467-9299;10.1111/(ISSN)1467-9299;PUBLIC ADMINISTRATION;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9299;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9299/issues;Business, Economics, Finance and Accounting    ;General & Introductory Political Science;Blackwell;Print & Online
PAD;0271-2075;1099-162X;10.1002/(ISSN)1099-162X;PUBLIC ADMINISTRATION & DEVELOPMENT;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-162X;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-162X/issues;Humanities and Social Sciences;General & Introductory Development Studies;Wiley;Print & Online
PUAR;0033-3352;1540-6210;10.1111/(ISSN)1540-6210;PUBLIC ADMINISTRATION REVIEW;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-6210;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-6210/issues;Business, Economics, Finance and Accounting    ;Public Administration;Blackwell;Print & Online
PBAF;0275-1100;1540-5850;10.1111/(ISSN)1540-5850;PUBLIC BUDGETING AND FINANCE;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-5850;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-5850/issues;Business, Economics, Finance and Accounting    ;General Finance & Investments;Blackwell;Print & Online
PHN;0737-1209;1525-1446;10.1111/(ISSN)1525-1446;PUBLIC HEALTH NURSING;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1525-1446;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1525-1446/issues;Medical, Veterinary and Health Sciences;Public Health Nursing & Health Visiting;Blackwell;Print & Online
QRE;0748-8017;1099-1638;10.1002/(ISSN)1099-1638;QUALITY AND RELIABILITY ENGINEERING INTERNATIONAL;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1638;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1638/issues;Engineering ;Engineering Statistics;Wiley;Print & Online
QUAN;1759-7323;1759-7331;10.1111/(ISSN)1759-7331;QUANTITATIVE ECONOMICS;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1759-7331;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1759-7331/issues;Humanities and Social Sciences;General & Introductory Economics;Blackwell;Print & Online
QJ;0035-9009;1477-870X;10.1002/(ISSN)1477-870X;THE QUARTERLY JOURNAL OF THE ROYAL METEOROLOGICAL SOCIETY;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1477-870X;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1477-870X/issues;Earth and Environmental Science;Atmospheric Sciences;Wiley;Print & Online
RADM;0033-6807;1467-9310;10.1111/(ISSN)1467-9310;R & D MANAGEMENT;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9310;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9310/issues;Business, Economics, Finance and Accounting    ;General & Introductory Business & Management;Blackwell;Print & Online
RDS;0048-6604;1944-799X;10.1002/(ISSN)1944-799X;RADIO SCIENCE;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1944-799X;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1944-799X/issues;Earth and Environmental Science;Electromagnetic Theory;Wiley;Print & Online
RAND;0741-6261;1756-2171;10.1111/(ISSN)1756-2171;THE RAND JOURNAL OF ECONOMICS;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1756-2171;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1756-2171/issues;Business, Economics, Finance and Accounting    ;General & Introductory Economics;Blackwell;Print & Online
RSA;1042-9832;1098-2418;10.1002/(ISSN)1098-2418;RANDOM STRUCTURES AND ALGORITHMS;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-2418;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-2418/issues;Mathematics and Statistics;Discrete Mathematics;Wiley;Print & Online
RCM;0951-4198;1097-0231;10.1002/(ISSN)1097-0231;RAPID COMMUNICATIONS IN MASS SPECTROMETRY;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0231;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0231/issues;Chemistry   ;Mass Spectrometry;Wiley;Print & Online
RATI;0034-0006;1467-9329;10.1111/(ISSN)1467-9329;RATIO;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9329;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9329/issues;Humanities and Social Sciences;Analytic Philosophy;Blackwell;Print & Online
RAJU;0952-1917;1467-9337;10.1111/(ISSN)1467-9337;RATIO JURIS;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9337;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9337/issues;Law and Criminology;General & Introductory Law;Blackwell;Print & Online
RRQ;0034-0553;1936-2722;10.1002/(ISSN)1936-2722;READING RESEARCH QUARTERLY;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1936-2722 ;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1936-2722/issues;Humanities and Social Sciences;Literacy & Reading;Wiley;Print & Online
TRTR;0034-0561;1936-2714;10.1002/(ISSN)1936-2714;THE READING TEACHER;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1936-2714;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1936-2714/issues;Humanities and Social Sciences;Literacy & Reading;Wiley;Print & Online
REEC;1080-8620;1540-6229;10.1111/(ISSN)1540-6229;REAL ESTATE ECONOMICS;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-6229;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-6229/issues;Business, Economics, Finance and Accounting    ;Property & Real Estate;Blackwell;Print & Online
NSR;2155-644X;2155-6458;10.1002/(ISSN)2155-6458;RECRUITING & RETAINING ADULT LEARNERS;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1943-7501;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1943-7501/issues;Education;Higher Education General;Wiley;Print & Online
RSP3;;1757-7802;10.1111/(ISSN)1757-7802;REGIONAL SCIENCE POLICY AND PRACTICE;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1757-7802;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1757-7802/issues;Humanities and Social Sciences;General & Introductory Geography;Blackwell;Online
REGO;1748-5983;1748-5991;10.1111/(ISSN)1748-5991;REGULATION & GOVERNANCE;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1748-5991;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1748-5991/issues;Humanities and Social Sciences;General & Introductory Political Science;Blackwell;Print & Online
RNJ;0278-4807;2048-7940;10.1002/(ISSN)2048-7940;REHABILITATION NURSING;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2048-7940;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2048-7940/issues;Medical, Veterinary and Health Sciences;Nursing General;Wiley;Print & Online
REC3;;1749-8171;10.1111/(ISSN)1749-8171;RELIGION COMPASS (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1749-8171;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1749-8171/issues;Humanities and Social Sciences;General & Introductory Religion & Theology;Blackwell;Online
RSR;0319-485X;1748-0922;10.1111/(ISSN)1748-0922;RELIGIOUS STUDIES REVIEW;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1748-0922;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1748-0922/issues;Humanities and Social Sciences;Religious Studies;Blackwell;Print & Online
REM;1051-5658;1520-6831;10.1002/(ISSN)1520-6831;REMEDIATION;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6831;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6831/issues;Earth and Environmental Science;Environmental Management, Policy & Planning;Wiley;Print & Online
REST;0269-1213;1477-4658;10.1111/(ISSN)1477-4658;RENAISSANCE STUDIES;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1477-4658;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1477-4658/issues;Humanities and Social Sciences;Renaissance History;Blackwell;Print & Online
RDA;0936-6768;1439-0531;10.1111/(ISSN)1439-0531;REPRODUCTION IN DOMESTIC ANIMALS;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1439-0531;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1439-0531/issues;Medical, Veterinary and Health Sciences;Andrology;Blackwell;Print & Online
NUR;0160-6891;1098-240X;10.1002/(ISSN)1098-240X;RESEARCH IN NURSING & HEALTH;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-240X;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-240X/issues;Medical, Veterinary and Health Sciences;Nursing General;Wiley;Print & Online
JRSM;1759-2879;1759-2887;10.1002/(ISSN)1759-2887;RESEARCH SYNTHESIS METHODS;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1759-2887;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1759-2887/issues;Humanities and Social Sciences;General & Introductory Statistics;Wiley;Print & Online
RGE;1344-1698;1751-3928;10.1111/(ISSN)1751-3928;RESOURCE GEOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1751-3928;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1751-3928/issues;Earth and Environmental Science;Economic & Applied Geology;Blackwell;Print & Online
RESP;1323-7799;1440-1843;10.1111/(ISSN)1440-1843;RESPIROLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1440-1843;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1440-1843/issues;Medical, Veterinary and Health Sciences;Respiratory Medicine;Blackwell;Print & Online
REC;1061-2971;1526-100X;10.1111/(ISSN)1526-100X;RESTORATION ECOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1526-100X;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1526-100X/issues;Life Sciences;Population & Community Ecology;Blackwell;Print & Online
RODE;1363-6669;1467-9361;10.1111/(ISSN)1467-9361;REVIEW OF DEVELOPMENT ECONOMICS;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9361;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9361/issues;Humanities and Social Sciences;Economic Development;Blackwell;Print & Online
REV3;;2049-6613;10.1002/(ISSN)2049-6613;REVIEW OF EDUCATION;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2049-6613;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2049-6613/issues;Education;General & Introductory Education;Blackwell;Online
REEL;2050-0386;2050-0394;10.1002/(ISSN)2050-0394;REVIEW OF EUROPEAN, COMPARATIVE & INTERNATIONAL ENVIRONMENTAL LAW;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2050-0394;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2050-0394/issues;Law and Criminology;General & Introductory Law;Blackwell;Print & Online
ROIW;0034-6586;1475-4991;10.1111/(ISSN)1475-4991;REVIEW OF INCOME AND WEALTH;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-4991;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-4991/issues;Business, Economics, Finance and Accounting    ;General & Introductory Economics;Blackwell;Print & Online
ROIE;0965-7576;1467-9396;10.1111/(ISSN)1467-9396;REVIEW OF INTERNATIONAL ECONOMICS;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9396;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9396/issues;Business, Economics, Finance and Accounting    ;International Finance;Blackwell;Print & Online
ROPR;1541-132X;1541-1338;10.1111/(ISSN)1541-1338;REVIEW OF POLICY RESEARCH;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1541-1338;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1541-1338/issues;Humanities and Social Sciences;General & Introductory Political Science;Blackwell;Online
RURD;0917-0553;1467-940X;10.1111/(ISSN)1467-940X;REVIEW OF URBAN & REGIONAL DEVELOPMENT STUDIES;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-940X;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-940X/issues;Humanities and Social Sciences;General & Introductory Urban Studies;Blackwell;Print & Online
RAQ;1753-5123;1753-5131;10.1111/(ISSN)1753-5131;REVIEWS IN AQUACULTURE (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1753-5131;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1753-5131/issues;Earth and Environmental Science;Aquaculture;Blackwell;Online
RMV;1052-9276;1099-1654;10.1002/(ISSN)1099-1654;REVIEWS IN MEDICAL VIROLOGY (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1654;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1654/issues;Medical, Veterinary and Health Sciences;Infectious Disease;Wiley;Online
RIRT;1350-7303;1467-9418;10.1111/(ISSN)1467-9418;REVIEWS IN RELIGION & THEOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9418;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9418/issues;Humanities and Social Sciences;General & Introductory Religion & Theology;Blackwell;Print & Online
ROG;8755-1209;1944-9208;10.1002/(ISSN)1944-9208;REVIEWS OF GEOPHYSICS;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1944-9208;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1944-9208/issues;Earth and Environmental Science;Environmental Physics;Wiley;Print & Online
ILRS;0378-5548;1564-9148;10.1111/(ISSN)1564-9148;REVISTA INTERNACIONAL DEL TRABAJO;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1564-9148;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1564-9148/issues;Business, Economics, Finance and Accounting    ;General & Introductory Economics;Blackwell;Print & Online
ILRF;0378-5599;1564-9121;10.1111/(ISSN)1564-9121;REVUE INTERNATIONALE DU TRAVAIL;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1564-9121;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1564-9121/issues;Business, Economics, Finance and Accounting    ;Industrial & Labor Relations;Blackwell;Print & Online
THR;1931-3268;1931-3209;;THE RHEUMATOLOGIST;Not on WOL;Not on WOL;Medical, Veterinary and Health Sciences;Rheumatology;Wiley;
RISA;0272-4332;1539-6924;10.1111/(ISSN)1539-6924;RISK ANALYSIS;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1539-6924;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1539-6924/issues;Business, Economics, Finance and Accounting    ;Risk, Contingency & Crisis Management;Blackwell;Print & Online
RMIR;1098-1616;1540-6296;10.1111/(ISSN)1540-6296;RISK MANAGEMENT AND INSURANCE REVIEW;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-6296;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-6296/issues;Business, Economics, Finance and Accounting    ;Insurance & Risk Management;Blackwell;Print & Online
RHC3;;1944-4079;10.1002/(ISSN)1944-4079;RISK, HAZARDS & CRISIS IN PUBLIC POLICY (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1944-4079;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1944-4079/issues;Humanities and Social Sciences;Public Policy & Administration;Wiley;Online
RRA;1535-1459;1535-1467;10.1002/(ISSN)1535-1467;RIVER RESEARCH AND APPLICATIONS;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1535-1467;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1535-1467/issues;Earth and Environmental Science;Hydrological Sciences;Wiley;Print & Online
RUSO;0036-0112;1549-0831;10.1111/(ISSN)1549-0831;RURAL SOCIOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1549-0831;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1549-0831/issues;Humanities and Social Sciences;General Sociology;Wiley;Print & Online
RUSS;0036-0341;1467-9434;10.1111/(ISSN)1467-9434;THE RUSSIAN REVIEW;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9434;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9434/issues;Humanities and Social Sciences;Cultural Studies General;Blackwell;Print & Online
SCS;0283-9318;1471-6712;10.1111/(ISSN)1471-6712;SCANDINAVIAN JOURNAL OF CARING SCIENCES;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1471-6712;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1471-6712/issues;Medical, Veterinary and Health Sciences;Consumer Health General;Blackwell;Print & Online
SJOE;0347-0520;1467-9442;10.1111/(ISSN)1467-9442;THE SCANDINAVIAN JOURNAL OF ECONOMICS;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9442;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9442/issues;Business, Economics, Finance and Accounting    ;Industrial & Labor Relations;Blackwell;Print & Online
SJI;0300-9475;1365-3083;10.1111/(ISSN)1365-3083;SCANDINAVIAN JOURNAL OF IMMUNOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-3083;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-3083/issues;Medical, Veterinary and Health Sciences;Immunology;Blackwell;Print & Online
SMS;0905-7188;1600-0838;10.1111/(ISSN)1600-0838;SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0838;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0838/issues;Medical, Veterinary and Health Sciences;Sports Medicine;Blackwell;Print & Online
SJOP;0036-5564;1467-9450;10.1111/(ISSN)1467-9450;SCANDINAVIAN JOURNAL OF PSYCHOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9450;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9450/issues;Psychology;Psychology General;Blackwell;Print & Online
SJOS;0303-6898;1467-9469;10.1111/(ISSN)1467-9469;SCANDINAVIAN JOURNAL OF STATISTICS;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9469;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9469/issues;Mathematics and Statistics;Applied Probability & Statistics;Blackwell;Print & Online
SCPS;0080-6757;1467-9477;10.1111/(ISSN)1467-9477;SCANDINAVIAN POLITICAL STUDIES;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9477;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9477/issues;Humanities and Social Sciences;General & Introductory Political Science;Blackwell;Print & Online
SCA;0161-0457;1932-8745;10.1002/(ISSN)1932-8745;SCANNING (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1932-8745;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1932-8745/issues;Medical, Veterinary and Health Sciences;Microscopy;Wiley;Online
SSM;0036-6803;1949-8594;10.1111/(ISSN)1949-8594;SCHOOL SCIENCE AND MATHEMATICS;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1949-8594;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1949-8594/issues;Humanities and Social Sciences;Science;Wiley;Print & Online
SCE;0036-8326;1098-237X;10.1002/(ISSN)1098-237X;SCIENCE EDUCATION;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-237X;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-237X/issues;Education;Science;Wiley;Print & Online
SCIN;0036-8423;1943-0930;10.1002/(ISSN)1943-0930;SCIENCE NEWS;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1943-0930;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1943-0930/issues;Humanities and Social Sciences;General & Introductory Life Sciences;Wiley;Print & Online
SJPE;0036-9292;1467-9485;10.1111/(ISSN)1467-9485;SCOTTISH JOURNAL OF POLITICAL ECONOMY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9485;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9485/issues;Business, Economics, Finance and Accounting    ;General & Introductory Economics;Blackwell;Print & Online
SEC;1939-0114;1939-0122;10.1002/(ISSN)1939-0122;SECURITY AND COMMUNICATION NETWORKS (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1939-0122;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1939-0122/issues;Engineering ;Communication System Security;Wiley;Online
SED;0037-0746;1365-3091;10.1111/(ISSN)1365-3091;SEDIMENTOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-3091;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-3091/issues;Earth and Environmental Science;Sedimentology & Stratigraphy;Blackwell;Print & Online
SDI;0894-0959;1525-139X;10.1111/(ISSN)1525-139X;SEMINARS IN DIALYSIS;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1525-139X;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1525-139X/issues;Medical, Veterinary and Health Sciences;Nephrology;Blackwell;Print & Online
SMRJ;2050-0513;2050-0521;10.1002/(ISSN)2050-0521;SEXUAL MEDICINE REVIEWS;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2050-0521;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2050-0521/issues;Medical, Veterinary and Health Sciences;Sexual Medicine;Blackwell;Print & Online
SDTP;0097-966X;2168-0159;10.1002/(ISSN)2168-0159;SID SYMPOSIUM DIGEST OF TECHNICAL PAPERS;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2168-0159;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2168-0159/issues;Information Science and Computing;Electrical Engineering - Displays;Wiley;Print & Online
SIGN;1740-9705;1740-9713;10.1111/(ISSN)1740-9713;SIGNIFICANCE;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1740-9713;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1740-9713/issues;Mathematics and Statistics;Popular Interest Statistics;Blackwell;Print & Online
