title;issn;eissn;pid;lien
Probiotics and Antimicrobial Proteins;1867-1306;1867-1314;12602;http://link.springer.com/journal/12602
Problems of Information Transmission;0032-9460;1608-3253;11122;http://link.springer.com/journal/11122
ProCare;0949-7323;1613-7574;735;http://link.springer.com/journal/735
Proceedings - Mathematical Sciences;0253-4142;0973-7685;12044;http://link.springer.com/journal/12044
Proceedings of the National Academy of Sciences, India Section A: Physical Sciences;0369-8203;2250-1762;40010;http://link.springer.com/journal/40010
Proceedings of the National Academy of Sciences, India Section B: Biological Sciences;0369-8211;2250-1746;40011;http://link.springer.com/journal/40011
Proceedings of the Steklov Institute of Mathematics;0081-5438;1531-8605;11501;http://link.springer.com/journal/11501
Proceedings of the Zoological Society;0373-5893;0974-6919;12595;http://link.springer.com/journal/12595
Proceedings: Animal Sciences;0253-4118;;13271;http://link.springer.com/journal/13271
Proceedings: Plant Sciences;0370-0097;;12388;http://link.springer.com/journal/12388
Production Engineering;0944-6524;1863-7353;11740;http://link.springer.com/journal/11740
Programming and Computer Software;0361-7688;1608-3261;11086;http://link.springer.com/journal/11086
Progress in Artificial Intelligence;2192-6352;2192-6360;13748;http://link.springer.com/journal/13748
Progress in Biomaterials;2194-0509;2194-0517;40204;http://link.springer.com/journal/40204
ProMed komplementÃ¤r;1866-5756;1613-7582;731;http://link.springer.com/journal/731
PROSPECTS;0033-1538;1573-9090;11125;http://link.springer.com/journal/11125
Protection of Metals and Physical Chemistry of Surfaces;2070-2051;2070-206X;11124;http://link.springer.com/journal/11124
"Protein &amp; Cell";1674-800X;1674-8018;13238;http://link.springer.com/journal/13238
Proteome;1439-7277;1439-7285;10216;http://link.springer.com/journal/10216
Proteome Science;;1477-5956;12953;http://link.springer.com/journal/12953
Protoplasma;0033-183X;1615-6102;709;http://link.springer.com/journal/709
PrÃ¤vention und GesundheitsfÃ¶rderung;1861-6755;1861-6763;11553;http://link.springer.com/journal/11553
PSN;1639-8319;1955-2351;11836;http://link.springer.com/journal/11836
Psychiatric Quarterly;0033-2720;1573-6709;11126;http://link.springer.com/journal/11126
Psychiatrie und Psychotherapie;1614-7189;1864-581X;11326;http://link.springer.com/journal/11326
Psycho-Oncologie;1778-3798;1778-381X;11839;http://link.springer.com/journal/11839
Psychological Injury and Law;1938-971X;1938-9728;12207;http://link.springer.com/journal/12207
Psychological Research;0340-0727;1430-2772;426;http://link.springer.com/journal/426
Psychological Studies;0033-2968;0974-9861;12646;http://link.springer.com/journal/12646
"Psychologie &amp; gezondheid";1873-1791;1876-8741;12483;http://link.springer.com/journal/12483
Psychology of Well-Being;;2211-1522;13612;http://link.springer.com/journal/13612
Psychometrika;0033-3123;1860-0980;11336;http://link.springer.com/journal/11336
"Psychonomic Bulletin &amp; Review";1069-9384;1531-5320;13423;http://link.springer.com/journal/13423
Psychopharmacology;0033-3158;1432-2072;213;http://link.springer.com/journal/213
Psychopraktijk;1878-4844;2210-7754;13170;http://link.springer.com/journal/13170
Psychopraxis;1566-6166;1876-584X;12484;http://link.springer.com/journal/12484
Psychopraxis;1434-1883;1613-7590;739;http://link.springer.com/journal/739
Psychosomatik und Konsiliarpsychiatrie;1862-8818;1862-8826;11800;http://link.springer.com/journal/11800
Psychotherapeut;0935-6185;1432-2080;278;http://link.springer.com/journal/278
Psychotherapie Forum;0943-1950;1613-7604;729;http://link.springer.com/journal/729
Public Choice;0048-5829;1573-7101;11127;http://link.springer.com/journal/11127
Public Organization Review;1566-7170;1573-7098;11115;http://link.springer.com/journal/11115
Public Transport;1866-749X;1613-7159;12469;http://link.springer.com/journal/12469
Publications mathÃ©matiques de l'IHÃ‰S;0073-8301;1618-1913;10240;http://link.springer.com/journal/10240
Publishing Research Quarterly;1053-8801;1936-4792;12109;http://link.springer.com/journal/12109
Publizistik;0033-4006;1862-2569;11616;http://link.springer.com/journal/11616
pure and applied geophysics;0033-4553;1420-9136;00024;http://link.springer.com/journal/00024
Pure and Applied Geophysics;0033-4553;1420-9136;24;http://link.springer.com/journal/24
Purinergic Signalling;1573-9538;1573-9546;11302;http://link.springer.com/journal/11302
"PÃ¤diatrie &amp; PÃ¤dologie";0030-9338;1613-7558;608;http://link.springer.com/journal/608
Qualitative Sociology;0162-0436;1573-7837;11133;http://link.springer.com/journal/11133
Qualitative Theory of Dynamical Systems;1575-5460;1662-3592;12346;http://link.springer.com/journal/12346
"Quality &amp; Quantity";0033-5177;1573-7845;11135;http://link.springer.com/journal/11135
Quality of Life Research;0962-9343;1573-2649;11136;http://link.springer.com/journal/11136
Quantitative Biology;2095-4689;2095-4697;40484;http://link.springer.com/journal/40484
Quantitative Marketing and Economics;1570-7156;1573-711X;11129;http://link.springer.com/journal/11129
Quantitative Microbiology;1388-3593;1572-9923;11131;http://link.springer.com/journal/11131
Quantum Information Processing;1570-0755;1573-1332;11128;http://link.springer.com/journal/11128
Queueing Systems;0257-0130;1572-9443;11134;http://link.springer.com/journal/11134
Race and Social Problems;1867-1748;1867-1756;12552;http://link.springer.com/journal/12552
Radiation and Environmental Biophysics;0301-634X;1432-2099;411;http://link.springer.com/journal/411
Radiation Oncology;;1748-717X;13014;http://link.springer.com/journal/13014
Radiochemistry;1066-3622;1608-3288;11137;http://link.springer.com/journal/11137
Radioelectronics and Communications Systems;0735-2727;1934-8061;11976;http://link.springer.com/journal/11976
Radiological Physics and Technology;1865-0333;1865-0341;12194;http://link.springer.com/journal/12194
Radiophysics and Quantum Electronics;0033-8443;1573-9120;11141;http://link.springer.com/journal/11141
Rare Metals;1001-0521;1867-7185;12598;http://link.springer.com/journal/12598
Raumforschung und Raumordnung;0034-0111;1869-4179;13147;http://link.springer.com/journal/13147
Reaction Kinetics, Mechanisms and Catalysis;1878-5190;1878-5204;11144;http://link.springer.com/journal/11144
Reactions Weekly;0114-9954;1179-2051;40278;http://link.springer.com/journal/40278
Reading and Writing;0922-4777;1573-0905;11145;http://link.springer.com/journal/11145
Real-Time Systems;0922-6443;1573-1383;11241;http://link.springer.com/journal/11241
Recherche Transports SÃ©curitÃ©;0761-8980;1951-6614;13547;http://link.springer.com/journal/13547
Rechtsmedizin;0937-9819;1434-5196;194;http://link.springer.com/journal/194
Refractories and Industrial Ceramics;1083-4877;1573-9139;11148;http://link.springer.com/journal/11148
Regional Environmental Change;1436-3798;1436-378X;10113;http://link.springer.com/journal/10113
Regional Research of Russia;2079-9705;2079-9713;13393;http://link.springer.com/journal/13393
Regular and Chaotic Dynamics;1560-3547;1468-4845;11819;http://link.springer.com/journal/11819
Reliable Computing;1385-3139;1573-1340;11155;http://link.springer.com/journal/11155
Rendiconti del Circolo Matematico di Palermo;0009-725X;1973-4409;12215;http://link.springer.com/journal/12215
Rendiconti Lincei;2037-4631;1720-0776;12210;http://link.springer.com/journal/12210
Reproductive Biology and Endocrinology;;1477-7827;12958;http://link.springer.com/journal/12958
Reproductive Health;;1742-4755;12978;http://link.springer.com/journal/12978
Reproductive Medicine and Biology;1445-5781;1447-0578;12522;http://link.springer.com/journal/12522
Reproduktionsmedizin;1434-6931;1434-808X;444;http://link.springer.com/journal/444
Requirements Engineering;0947-3602;1432-010X;766;http://link.springer.com/journal/766
Res Publica;1356-4765;1572-8692;11158;http://link.springer.com/journal/11158
Research in Engineering Design;0934-9839;1435-6066;163;http://link.springer.com/journal/163
Research In Experimental Medicine;0300-9130;1433-8580;433;http://link.springer.com/journal/433
Research in Higher Education;0361-0365;1573-188X;11162;http://link.springer.com/journal/11162
Research in Nondestructive Evaluation;0934-9847;1432-2110;164;http://link.springer.com/journal/164
Research in Science Education;0157-244X;1573-1898;11165;http://link.springer.com/journal/11165
Research on Chemical Intermediates;0922-6168;1568-5675;11164;http://link.springer.com/journal/11164
Research on Language and Computation;1570-7075;1572-8706;11168;http://link.springer.com/journal/11168
Resonance;0971-8044;0973-712X;12045;http://link.springer.com/journal/12045
Respiratory Research;;1465-9921;12931;http://link.springer.com/journal/12931
Results in Mathematics;1422-6383;1420-9012;25;http://link.springer.com/journal/25
Retrovirology;;1742-4690;12977;http://link.springer.com/journal/12977
Review Journal of Chemistry;2079-9780;2079-9799;13392;http://link.springer.com/journal/13392
Review of Accounting Studies;1380-6653;1573-7136;11142;http://link.springer.com/journal/11142
Review of Derivatives Research;1380-6645;1573-7144;11147;http://link.springer.com/journal/11147
Review of Economic Design;1434-4742;1434-4750;10058;http://link.springer.com/journal/10058
Review of Economics of the Household;1569-5239;1573-7152;11150;http://link.springer.com/journal/11150
Review of Industrial Organization;0889-938X;1573-7160;11151;http://link.springer.com/journal/11151
Review of Managerial Science;1863-6683;1863-6691;11846;http://link.springer.com/journal/11846
Review of Philosophy and Psychology;1878-5158;1878-5166;13164;http://link.springer.com/journal/13164
Review of Quantitative Finance and Accounting;0924-865X;1573-7179;11156;http://link.springer.com/journal/11156
Review of Religious Research;0034-673X;2211-4866;13644;http://link.springer.com/journal/13644
Review of World Economics;1610-2878;1610-2886;10290;http://link.springer.com/journal/10290
Reviews in Endocrine and Metabolic Disorders;1389-9155;1573-2606;11154;http://link.springer.com/journal/11154
Reviews in Environmental Science and Bio/Technology;1569-1705;1572-9826;11157;http://link.springer.com/journal/11157
Reviews in Fish Biology and Fisheries;0960-3166;1573-5184;11160;http://link.springer.com/journal/11160
Reviews of Physiology, Biochemistry and Pharmacology;0303-4240;1617-5786;10254;http://link.springer.com/journal/10254
Revista de la Real Academia de Ciencias Exactas, Fisicas y Naturales. Serie A. Matematicas;1578-7303;1579-1505;13398;http://link.springer.com/journal/13398
Revista MatemÃ¡tica Complutense;1139-1138;1988-2807;13163;http://link.springer.com/journal/13163
Revue de mÃ©decine pÃ©rinatale;1965-0833;1965-0841;12611;http://link.springer.com/journal/12611
Revue de SynthÃ¨se;0035-1776;1955-2343;11873;http://link.springer.com/journal/11873
Revue Francophone de Psycho-Oncologie;1760-4133;1765-2863;10332;http://link.springer.com/journal/10332
Rheologica Acta;0035-4511;1435-1528;397;http://link.springer.com/journal/397
rheuma plus;1868-260X;2191-2610;12688;http://link.springer.com/journal/12688
Rheumatology International;0172-8172;1437-160X;296;http://link.springer.com/journal/296
Rice;1939-8425;1939-8433;12284;http://link.springer.com/journal/12284
Ricerche di Matematica;0035-5038;1827-3491;11587;http://link.springer.com/journal/11587
Risk Analysis;0272-4332;1573-9147;11161;http://link.springer.com/journal/11161
Rock Mechanics and Rock Engineering;0723-2632;1434-453X;603;http://link.springer.com/journal/603
Russian Aeronautics (Iz VUZ);1068-7998;1934-7901;11977;http://link.springer.com/journal/11977
Russian Agricultural Sciences;1068-3674;1934-8037;11978;http://link.springer.com/journal/11978
Russian Chemical Bulletin;1066-5285;1573-9171;11172;http://link.springer.com/journal/11172
Russian Electrical Engineering;1068-3712;1934-8010;11979;http://link.springer.com/journal/11979
Russian Engineering Research;1068-798X;1934-8088;11980;http://link.springer.com/journal/11980
Russian Journal of Applied Chemistry;1070-4272;1608-3296;11167;http://link.springer.com/journal/11167
Russian Journal of Biological Invasions;2075-1117;2075-1125;13168;http://link.springer.com/journal/13168
Russian Journal of Bioorganic Chemistry;1068-1620;1608-330X;11171;http://link.springer.com/journal/11171
Russian Journal of Coordination Chemistry;1070-3284;1608-3318;11173;http://link.springer.com/journal/11173
Russian Journal of Developmental Biology;1062-3604;1608-3326;11174;http://link.springer.com/journal/11174
Russian Journal of Ecology;1067-4136;1608-3334;11184;http://link.springer.com/journal/11184
Russian Journal of Electrochemistry;1023-1935;1608-3342;11175;http://link.springer.com/journal/11175
Russian Journal of General Chemistry;1070-3632;1608-3350;11176;http://link.springer.com/journal/11176
Russian Journal of Genetics;1022-7954;1608-3369;11177;http://link.springer.com/journal/11177
Russian Journal of Genetics: Applied Research;2079-0597;2079-0600;13328;http://link.springer.com/journal/13328
Russian Journal of Inorganic Chemistry;0036-0236;1531-8613;11502;http://link.springer.com/journal/11502
Russian Journal of Marine Biology;1063-0740;1608-3377;11179;http://link.springer.com/journal/11179
Russian Journal of Mathematical Physics;1061-9208;1555-6638;11503;http://link.springer.com/journal/11503
Russian Journal of Non-Ferrous Metals;1067-8212;1934-970X;11981;http://link.springer.com/journal/11981
Russian Journal of Nondestructive Testing;1061-8309;1608-3385;11181;http://link.springer.com/journal/11181
Russian Journal of Organic Chemistry;1070-4280;1608-3393;11178;http://link.springer.com/journal/11178
Russian Journal of Pacific Geology;1819-7140;1819-7159;11720;http://link.springer.com/journal/11720
Russian Journal of Physical Chemistry A;0036-0244;1531-863X;11504;http://link.springer.com/journal/11504
Russian Journal of Physical Chemistry B;1990-7931;1990-7923;11826;http://link.springer.com/journal/11826
Russian Journal of Plant Physiology;1021-4437;1608-3407;11183;http://link.springer.com/journal/11183
Russian Linguistics;0304-3487;1572-8714;11185;http://link.springer.com/journal/11185
Russian Mathematics;1066-369X;1934-810X;11982;http://link.springer.com/journal/11982
Russian Metallurgy (Metally);0036-0295;1555-6255;11505;http://link.springer.com/journal/11505
Russian Meteorology and Hydrology;1068-3739;1934-8096;11983;http://link.springer.com/journal/11983
Russian Microelectronics;1063-7397;1608-3415;11180;http://link.springer.com/journal/11180
Russian Physics Journal;1064-8887;1573-9228;11182;http://link.springer.com/journal/11182
RÃ©animation;1624-0693;1951-6959;13546;http://link.springer.com/journal/13546
Sadhana;0256-2499;0973-7677;12046;http://link.springer.com/journal/12046
Sankhya A;0976-836X;0976-8378;13171;http://link.springer.com/journal/13171
Sankhya B;0976-8386;0976-8394;13571;http://link.springer.com/journal/13571
Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine;;1757-7241;13049;http://link.springer.com/journal/13049
School Mental Health;1866-2625;1866-2633;12310;http://link.springer.com/journal/12310
"Science &amp; Education";0926-7220;1573-1901;11191;http://link.springer.com/journal/11191
Science and Engineering Ethics;1353-3452;1471-5546;11948;http://link.springer.com/journal/11948
Science China Chemistry;1674-7291;1869-1870;11426;http://link.springer.com/journal/11426
Science China Earth Sciences;1674-7313;1869-1897;11430;http://link.springer.com/journal/11430
Science China Information Sciences;1674-733X;1869-1919;11432;http://link.springer.com/journal/11432
Science China Life Sciences;1674-7305;1869-1889;11427;http://link.springer.com/journal/11427
Science China Mathematics;1674-7283;1869-1862;11425;http://link.springer.com/journal/11425
Science China Physics, Mechanics and Astronomy;1674-7348;1869-1927;11433;http://link.springer.com/journal/11433
Science China Technological Sciences;1674-7321;1869-1900;11431;http://link.springer.com/journal/11431
Sciences of Soils;;1432-9492;10112;http://link.springer.com/journal/10112
Scientific and Technical Information Processing;0147-6882;1934-8118;11984;http://link.springer.com/journal/11984
Scientific Modeling and Simulation SMNS;1874-8554;1874-8562;10820;http://link.springer.com/journal/10820
Scientometrics;0138-9130;1588-2861;11192;http://link.springer.com/journal/11192
Scoliosis;;1748-7161;13013;http://link.springer.com/journal/13013
Securitas Vialis;1888-9697;1989-1679;12615;http://link.springer.com/journal/12615
Security Informatics;;2190-8532;13388;http://link.springer.com/journal/13388
Seismic Instruments;0747-9239;1934-7871;11990;http://link.springer.com/journal/11990
Selecta Mathematica;1022-1824;1420-9020;29;http://link.springer.com/journal/29
Semiconductors;1063-7826;1090-6479;11453;http://link.springer.com/journal/11453
Semigroup Forum;0037-1912;1432-2137;233;http://link.springer.com/journal/233
Seminars in Immunopathology;1863-2297;1863-2300;281;http://link.springer.com/journal/281
Sensing and Imaging: An International Journal;1557-2064;1557-2072;11220;http://link.springer.com/journal/11220
Sepsis;1385-0229;1573-7411;11198;http://link.springer.com/journal/11198
SERIEs;1869-4187;1869-4195;13209;http://link.springer.com/journal/13209
Service Business;1862-8516;1862-8508;11628;http://link.springer.com/journal/11628
Service Oriented Computing and Applications;1863-2386;1863-2394;11761;http://link.springer.com/journal/11761
Set-Valued and Variational Analysis;1877-0533;1877-0541;11228;http://link.springer.com/journal/11228
Sex Roles;0360-0025;1573-2762;11199;http://link.springer.com/journal/11199
Sexual Abuse: A Journal of Research and Treatment;1079-0632;1573-286X;11194;http://link.springer.com/journal/11194
"Sexuality &amp; Culture";1095-5143;1936-4822;12119;http://link.springer.com/journal/12119
Sexuality and Disability;0146-1044;1573-6717;11195;http://link.springer.com/journal/11195
Sexuality Research and Social Policy;1868-9884;1553-6610;13178;http://link.springer.com/journal/13178
Shock Waves;0938-1287;1432-2153;193;http://link.springer.com/journal/193
Siberian Advances in Mathematics;1055-1344;1934-8126;12002;http://link.springer.com/journal/12002
Siberian Mathematical Journal;0037-4466;1573-9260;11202;http://link.springer.com/journal/11202
Signal, Image and Video Processing;1863-1703;1863-1711;11760;http://link.springer.com/journal/11760
Silence;;1758-907X;13101;http://link.springer.com/journal/13101
Silicon;1876-990X;1876-9918;12633;http://link.springer.com/journal/12633
Silicon Chemistry;1569-0660;1572-8994;11201;http://link.springer.com/journal/11201
Skeletal Muscle;;2044-5040;13395;http://link.springer.com/journal/13395
Skeletal Radiology;0364-2348;1432-2161;256;http://link.springer.com/journal/256
Skipr;1876-8695;2211-8772;12654;http://link.springer.com/journal/12654
Sleep and Breathing;1520-9512;1522-1709;11325;http://link.springer.com/journal/11325
Small Business Economics;0921-898X;1573-0913;11187;http://link.springer.com/journal/11187
Small-scale Forestry;1873-7617;1873-7854;11842;http://link.springer.com/journal/11842
Social Choice and Welfare;0176-1714;1432-217X;355;http://link.springer.com/journal/355
Social Indicators Research;0303-8300;1573-0921;11205;http://link.springer.com/journal/11205
Social Justice Research;0885-7466;1573-6725;11211;http://link.springer.com/journal/11211
Social Network Analysis and Mining;1869-5450;1869-5469;13278;http://link.springer.com/journal/13278
Social Psychiatry and Psychiatric Epidemiology;0933-7954;1433-9285;127;http://link.springer.com/journal/127
Social Psychology of Education;1381-2890;1573-1928;11218;http://link.springer.com/journal/11218
Society;0147-2011;1936-4725;12115;http://link.springer.com/journal/12115
Sociological Forum;0884-8971;1573-7861;11206;http://link.springer.com/journal/11206
Sociological Practice;1522-3442;1573-787X;11210;http://link.springer.com/journal/11210
Soft Computing;1432-7643;1433-7479;500;http://link.springer.com/journal/500
"Software &amp; Systems Modeling";1619-1366;1619-1374;10270;http://link.springer.com/journal/10270
Software Quality Journal;0963-9314;1573-1367;11219;http://link.springer.com/journal/11219
Soil Mechanics and Foundation Engineering;0038-0741;1573-9279;11204;http://link.springer.com/journal/11204
Solar Physics;0038-0938;1573-093X;11207;http://link.springer.com/journal/11207
Solar System Research;0038-0946;1608-3423;11208;http://link.springer.com/journal/11208
Solid Fuel Chemistry;0361-5219;1934-8029;11985;http://link.springer.com/journal/11985
Somatic Cell and Molecular Genetics;0740-7750;1572-9931;11188;http://link.springer.com/journal/11188
Somnologie - Schlafforschung und Schlafmedizin;1432-9123;1439-054X;11818;http://link.springer.com/journal/11818
Sophia;0038-1527;1873-930X;11841;http://link.springer.com/journal/11841
Source Code for Biology and Medicine;;1751-0473;13029;http://link.springer.com/journal/13029
Southeast Asian Bulletin of Mathematics;0129-2021;0219-175X;10012;http://link.springer.com/journal/10012
Sozial Extra;0931-279X;1863-8953;12054;http://link.springer.com/journal/12054
Soziale Passagen;1867-0180;1867-0199;12592;http://link.springer.com/journal/12592
Soziologie;0340-918X;1862-2550;11617;http://link.springer.com/journal/11617
Space Debris;1388-3828;1572-9664;11193;http://link.springer.com/journal/11193
Space Science Reviews;0038-6308;1572-9672;11214;http://link.springer.com/journal/11214
Spanish Economic Review;1435-5469;1435-5477;10108;http://link.springer.com/journal/10108
Spatial Cognition and Computation;1387-5868;1573-9252;11189;http://link.springer.com/journal/11189
Speculations in Science and Technology;0155-7785;1573-9309;11216;http://link.springer.com/journal/11216
Spektrum der Augenheilkunde;0930-4282;1613-7523;717;http://link.springer.com/journal/717
Sport Sciences for Health;1824-7490;1825-1234;11332;http://link.springer.com/journal/11332
Sport- und PrÃ¤ventivmedizin;1867-1977;1867-1985;12534;http://link.springer.com/journal/12534
Sports Engineering;1369-7072;1460-2687;12283;http://link.springer.com/journal/12283
Sports Medicine;0112-1642;1179-2035;40279;http://link.springer.com/journal/40279
"Sports Medicine, Arthroscopy, Rehabilitation, Therapy &amp; Technology";;1758-2555;13102;http://link.springer.com/journal/13102
Sportwissenschaft;0342-2380;1868-1069;12662;http://link.springer.com/journal/12662
Springer Healthcare News;;2193-0961;40014;http://link.springer.com/journal/40014
SpringerPlus;;2193-1801;40064;http://link.springer.com/journal/40064
Standby;0922-310X;;12490;http://link.springer.com/journal/12490
Standort;0174-3635;1432-220X;548;http://link.springer.com/journal/548
Statistical Inference for Stochastic Processes;1387-0874;1572-9311;11203;http://link.springer.com/journal/11203
"Statistical Methods &amp; Applications";1618-2510;1613-981X;10260;http://link.springer.com/journal/10260
Statistical Papers;0932-5026;1613-9798;362;http://link.springer.com/journal/362
Statistics and Computing;0960-3174;1573-1375;11222;http://link.springer.com/journal/11222
Statistics in Biosciences;1867-1764;1867-1772;12561;http://link.springer.com/journal/12561
Steel in Translation;0967-0912;1935-0988;11986;http://link.springer.com/journal/11986
"Stem Cell Research &amp; Therapy";;1757-6512;13287;http://link.springer.com/journal/13287
Stem Cell Reviews and Reports;1550-8943;1558-6804;12015;http://link.springer.com/journal/12015
Stimulus;0929-0591;1876-5599;12491;http://link.springer.com/journal/12491
Stochastic Environmental Research and Risk Assessment;1436-3240;1436-3259;477;http://link.springer.com/journal/477
Stomatologie;0946-3151;1613-7698;715;http://link.springer.com/journal/715
Strahlentherapie und Onkologie;0179-7158;1439-099X;66;http://link.springer.com/journal/66
Strategies in Trauma and Limb Reconstruction;1828-8936;1828-8928;11751;http://link.springer.com/journal/11751
Stratigraphy and Geological Correlation;0869-5938;1555-6263;11506;http://link.springer.com/journal/11506
Strength of Materials;0039-2316;1573-9325;11223;http://link.springer.com/journal/11223
Structural and Multidisciplinary Optimization;1615-147X;1615-1488;158;http://link.springer.com/journal/158
Structural Chemistry;1040-0400;1572-9001;11224;http://link.springer.com/journal/11224
Studia Geophysica et Geodaetica;0039-3169;1573-1626;11200;http://link.springer.com/journal/11200
Studia Logica;0039-3215;1572-8730;11225;http://link.springer.com/journal/11225
Studies in Comparative International Development;0039-3606;1936-6167;12116;http://link.springer.com/journal/12116
Studies in East European Thought;0925-9392;1573-0948;11212;http://link.springer.com/journal/11212
Studies in Philosophy and Education;0039-3746;1573-191X;11217;http://link.springer.com/journal/11217
Studies on Russian Economic Development;1075-7007;1531-8664;11507;http://link.springer.com/journal/11507
Substance Abuse;0889-7077;1573-6733;11226;http://link.springer.com/journal/11226
Substance Abuse Treatment, Prevention, and Policy;;1747-597X;13011;http://link.springer.com/journal/13011
Sugar Tech;0972-1525;0974-0740;12355;http://link.springer.com/journal/12355
Supervisie en coaching;1572-0306;1876-5521;12492;http://link.springer.com/journal/12492
Supportive Care in Cancer;0941-4355;1433-7339;520;http://link.springer.com/journal/520
Surface Coatings International Part B: Coatings Transactions;1476-4865;;12167;http://link.springer.com/journal/12167
Surface Engineering and Applied Electrochemistry;1068-3755;1934-8002;11987;http://link.springer.com/journal/11987
Surgery Today;0941-1291;1436-2813;595;http://link.springer.com/journal/595
Surgical and Radiologic Anatomy;0930-1038;1279-8517;276;http://link.springer.com/journal/276
Surgical Endoscopy;0930-2794;1432-2218;464;http://link.springer.com/journal/464
Surveys in Geophysics;0169-3298;1573-0956;10712;http://link.springer.com/journal/10712
Sustainability Science;1862-4065;1862-4057;11625;http://link.springer.com/journal/11625
Swarm Intelligence;1935-3812;1935-3820;11721;http://link.springer.com/journal/11721
Swiss Journal of Geosciences;1661-8726;1661-8734;15;http://link.springer.com/journal/15
Swiss Journal of Palaeontology;1664-2376;1664-2384;13358;http://link.springer.com/journal/13358
Symbiosis;0334-5114;1878-7665;13199;http://link.springer.com/journal/13199
Synthese;0039-7857;1573-0964;11229;http://link.springer.com/journal/11229
Systematic Parasitology;0165-5752;1573-5192;11230;http://link.springer.com/journal/11230
Systematic Reviews;;2046-4053;13643;http://link.springer.com/journal/13643
Systemic Practice and Action Research;1094-429X;1573-9295;11213;http://link.springer.com/journal/11213
Systems and Synthetic Biology;1872-5325;1872-5333;11693;http://link.springer.com/journal/11693
Tandartspraktijk;0167-1685;1875-6808;12496;http://link.springer.com/journal/12496
Targeted Oncology;1776-2596;1776-260X;11523;http://link.springer.com/journal/11523
TBV â€“ Tijdschrift voor Bedrijfs- en Verzekeringsgeneeskunde;0929-600X;1876-5858;12498;http://link.springer.com/journal/12498
Teaching Business Ethics;1382-6891;1573-1944;11234;http://link.springer.com/journal/11234
Technical Physics;1063-7842;1090-6525;11454;http://link.springer.com/journal/11454
Technical Physics Letters;1063-7850;1090-6533;11455;http://link.springer.com/journal/11455
Techniques in Coloproctology;1123-6337;1128-045X;10151;http://link.springer.com/journal/10151
Technology Operation Management;0974-8091;2249-2364;13727;http://link.springer.com/journal/13727
Technology, Knowledge and Learning;2211-1662;2211-1670;10758;http://link.springer.com/journal/10758
TechTrends;8756-3894;1559-7075;11528;http://link.springer.com/journal/11528
Telecommunication Systems;1018-4864;1572-9451;11235;http://link.springer.com/journal/11235
Tertiary Education and Management;1358-3883;1573-1936;11233;http://link.springer.com/journal/11233
TEST;1133-0686;1863-8260;11749;http://link.springer.com/journal/11749
The AAPS Journal;;1550-7416;12248;http://link.springer.com/journal/12248
The American Journal of Digestive Diseases;0002-9211;1573-2568;12364;http://link.springer.com/journal/12364
The American Journal of Psychoanalysis;0002-9548;1573-6741;11231;http://link.springer.com/journal/11231
The American Sociologist;0003-1232;1936-4784;12108;http://link.springer.com/journal/12108
The Annals of Regional Science;0570-1864;1432-0592;168;http://link.springer.com/journal/168
The Asia-Pacific Education Researcher;0119-5646;2243-7908;40299;http://link.springer.com/journal/40299
The Astronomy and Astrophysics Review;0935-4956;1432-0754;159;http://link.springer.com/journal/159
The Australian Educational Researcher;0311-6999;2210-5328;13384;http://link.springer.com/journal/13384
The Botanical Review;0006-8101;1874-9372;12229;http://link.springer.com/journal/12229
The Cerebellum;1473-4222;1473-4230;12311;http://link.springer.com/journal/12311
The Chemical Educator;;1430-4171;897;http://link.springer.com/journal/897
The Chemistâ€™s Section of the Cotton Oil Press;0095-9774;;12279;http://link.springer.com/journal/12279
The Chinese-German Journal of Clinical Oncology;1610-1979;1613-9089;10330;http://link.springer.com/journal/10330
The Dublin Quarterly Journal of Medical Science;0790-2328;1863-4362;12628;http://link.springer.com/journal/12628
The Dublin Quarterly Journal of Medical Science;0790-2328;1863-4362;12629;http://link.springer.com/journal/12629
The EPMA Journal;1878-5077;1878-5085;13167;http://link.springer.com/journal/13167
The European Journal of Health Economics;1618-7598;1618-7601;10198;http://link.springer.com/journal/10198
The European Physical Journal A;1434-6001;1434-601X;10050;http://link.springer.com/journal/10050
The European Physical Journal B;1434-6028;1434-6036;10051;http://link.springer.com/journal/10051
The European Physical Journal C;1434-6044;1434-6052;10052;http://link.springer.com/journal/10052
The European Physical Journal D;1434-6060;1434-6079;10053;http://link.springer.com/journal/10053
The European Physical Journal E;1292-8941;1292-895X;10189;http://link.springer.com/journal/10189
The European Physical Journal H;2102-6459;2102-6467;13129;http://link.springer.com/journal/13129
The European Physical Journal Plus;;2190-5444;13360;http://link.springer.com/journal/13360
The European Physical Journal Special Topics;1951-6355;1951-6401;11734;http://link.springer.com/journal/11734
THE GENEVA RISK AND INSURANCE REVIEW;1554-964X;1554-9658;10713;http://link.springer.com/journal/10713
The HUGO Journal;1877-6558;1877-6566;11568;http://link.springer.com/journal/11568
The Indian Journal of Pediatrics;0019-5456;0973-7693;12098;http://link.springer.com/journal/12098
The International Journal of Advanced Manufacturing Technology;0268-3768;1433-3015;170;http://link.springer.com/journal/170
The International Journal of Cardiovascular Imaging;1569-5794;1573-0743;10554;http://link.springer.com/journal/10554
The International Journal of Life Cycle Assessment;0948-3349;1614-7502;11367;http://link.springer.com/journal/11367
